transaction_id,amount,transaction_hour,merchant_category,foreign_transaction,location_mismatch,device_trust_score,velocity_last_24h,cardholder_age,is_fraud
5647,5,22,1,0,0,88,0,35,0
5648,239,4,0,0,1,93,4,18,0
5649,177,12,0,0,0,34,2,35,0
5650,156,0,4,0,0,74,0,69,0
5651,244,6,1,0,0,79,0,28,0
5652,202,6,4,0,0,38,1,59,0
5653,41,9,1,0,0,51,0,23,0
5654,78,5,0,0,0,29,4,22,0
5655,24,19,1,0,1,52,1,41,0
5656,25,11,4,0,0,29,3,19,0
5657,203,12,3,0,0,36,2,65,0
5658,352,23,3,0,0,32,1,52,0
5659,592,10,1,0,0,83,0,51,0
5660,178,17,4,0,0,89,2,59,0
5661,37,1,2,0,0,84,4,19,0
5662,20,15,3,0,0,79,0,69,0
5663,302,1,0,0,0,67,1,29,0
5664,156,18,4,0,0,65,3,19,0
5665,173,5,4,0,0,34,1,64,0
5666,274,0,3,0,0,99,2,67,0
5667,219,10,2,0,0,31,1,52,0
5668,324,17,0,1,0,45,1,46,0
5669,10,9,2,0,0,99,0,50,0
5670,248,17,0,0,1,68,4,22,0
5671,343,0,3,0,0,61,3,60,0
5672,61,18,4,0,0,68,4,69,0
5673,184,15,0,0,0,89,2,60,0
5674,68,6,4,0,0,30,3,50,0
5675,570,14,1,0,0,62,4,56,0
5676,6,0,1,0,0,67,0,30,0
5677,156,22,3,0,0,81,1,48,0
5678,33,20,3,0,1,99,2,53,0
5679,224,8,3,0,1,94,2,36,0
5680,35,1,1,0,0,89,0,42,0
5681,48,16,0,0,0,79,5,60,0
5682,123,23,2,0,1,59,1,52,0
5683,443,9,3,1,0,48,2,54,0
5684,43,5,2,1,0,62,1,56,0
5685,28,4,2,0,0,27,1,50,0
5686,256,7,1,0,0,75,0,60,0
5687,125,7,0,0,0,85,2,20,0
5688,437,4,1,0,1,64,2,68,0
5689,29,11,3,0,0,78,3,64,0
5690,187,6,1,0,0,90,0,59,0
5691,48,12,1,0,0,84,2,41,0
5692,31,12,1,0,0,39,2,20,0
5693,207,16,3,0,0,70,2,24,0
5694,162,3,3,0,0,79,3,30,0
5695,253,17,1,1,0,28,0,41,0
5696,67,9,1,0,0,48,3,55,0
5697,107,2,2,1,0,64,4,47,0
5698,94,11,0,0,1,51,0,22,0
5699,745,0,2,1,0,76,5,40,1
5700,62,10,0,0,0,61,1,58,0
5701,63,17,0,0,0,25,1,61,0
5702,79,12,1,0,0,33,3,44,0
5703,150,16,2,0,0,42,2,35,0
5704,52,7,0,1,0,63,0,57,0
5705,444,19,0,0,0,99,1,37,0
5706,56,18,3,0,0,99,2,23,0
5707,407,16,0,0,0,54,1,47,0
5708,20,1,1,1,0,44,5,67,1
5709,192,2,4,0,0,39,2,23,0
5710,428,2,3,0,0,88,2,67,0
5711,33,5,4,0,0,49,3,34,0
5712,621,9,1,0,0,73,3,60,0
5713,109,23,4,0,0,91,4,53,0
5714,524,21,0,0,0,50,1,32,0
5715,203,17,4,0,0,69,5,69,0
5716,65,17,2,0,0,30,1,34,0
5717,38,13,1,0,0,56,3,42,0
5718,65,15,2,0,0,99,2,61,0
5719,18,6,4,0,0,41,1,47,0
5720,28,0,2,0,0,70,1,60,0
5721,20,16,3,0,0,77,4,57,0
5722,99,22,4,0,0,28,7,34,0
5723,286,4,2,0,0,52,3,22,0
5724,27,0,0,0,0,95,5,61,0
5725,25,20,4,0,0,40,0,65,0
5726,186,16,3,0,1,63,1,65,0
5727,40,9,0,0,0,54,2,66,0
5728,18,11,4,0,0,81,2,59,0
5729,33,19,0,0,0,80,2,59,0
5730,463,1,4,0,0,63,1,52,0
5731,310,22,4,0,0,66,0,28,0
5732,79,15,1,0,0,42,4,45,0
5733,192,14,2,0,0,99,0,61,0
5734,139,12,4,1,0,46,1,37,0
5735,203,17,3,0,0,28,3,19,0
5736,207,19,2,0,0,27,1,58,0
5737,178,21,1,0,0,85,1,50,0
5738,56,13,2,0,0,48,1,53,0
5739,7,17,2,0,0,76,1,27,0
5740,109,1,4,0,0,91,2,62,0
5741,399,1,3,0,0,55,2,36,0
5742,152,2,4,0,0,77,1,42,0
5743,322,4,3,0,0,85,1,44,0
5744,861,15,3,1,0,82,3,52,0
5745,32,21,0,0,0,59,1,40,0
5746,212,14,4,0,1,55,0,60,0
5747,202,11,1,0,1,81,1,51,0
5748,704,8,2,0,0,34,2,25,0
5749,763,13,0,0,1,42,2,19,0
5750,209,20,1,1,0,80,0,42,0
5751,50,15,4,0,0,60,2,26,0
5752,288,10,3,0,0,75,3,42,0
5753,20,5,4,0,0,85,2,62,0
5754,273,9,4,0,0,43,6,46,0
5755,434,7,0,0,0,35,2,39,0
5756,87,15,1,0,0,29,1,31,0
5757,179,2,0,1,0,69,2,69,0
5758,101,1,1,0,0,69,1,65,0
5759,104,15,0,1,0,72,0,60,0
5760,67,18,2,0,0,38,2,65,0
5761,258,8,3,0,0,52,3,28,0
5762,495,15,3,0,0,33,2,67,0
5763,509,21,3,0,0,83,4,68,0
5764,35,3,2,0,0,62,1,68,0
5765,374,9,2,0,0,49,1,30,0
5766,241,18,3,1,0,96,4,50,0
5767,52,12,3,0,0,72,3,20,0
5768,13,17,1,0,0,43,0,64,0
5769,56,14,1,1,0,26,0,69,0
5770,438,3,4,1,0,30,3,53,1
5771,181,8,0,0,0,54,2,68,0
5772,230,3,1,0,0,85,8,65,0
5773,54,15,1,0,1,26,4,59,0
5774,229,20,1,0,0,75,2,49,0
5775,5,14,1,0,0,37,1,53,0
5776,85,23,2,0,0,73,3,60,0
5777,177,1,4,1,0,32,5,53,1
5778,28,13,1,0,0,33,1,52,0
5779,312,2,0,0,0,47,4,22,0
5780,48,21,1,0,0,96,0,29,0
5781,190,22,2,0,0,97,1,36,0
5782,94,3,3,0,1,40,2,57,0
5783,163,0,3,0,0,40,3,44,0
5784,20,22,4,0,0,36,1,52,0
5785,3,8,3,0,0,35,0,27,0
5786,433,16,1,0,0,37,1,68,0
5787,57,13,2,0,0,59,2,45,0
5788,308,16,4,0,0,67,2,50,0
5789,1321,0,1,0,0,54,2,64,0
5790,43,9,3,0,0,84,1,64,0
5791,55,22,0,0,0,91,5,60,0
5792,196,15,1,0,0,53,0,53,0
5793,606,18,0,0,0,49,5,52,0
5794,445,23,0,0,0,90,4,66,0
5795,126,2,4,0,0,29,2,34,0
5796,285,11,2,0,0,29,2,28,0
5797,26,2,3,0,0,73,2,53,0
5798,682,14,3,0,0,50,3,54,0
5799,600,16,1,0,1,95,1,35,0
5800,32,17,3,0,0,54,5,48,0
5801,64,6,4,0,0,52,0,52,0
5802,19,18,3,0,0,38,5,45,0
5803,57,6,1,0,0,42,2,18,0
5804,305,4,3,0,0,81,5,48,0
5805,86,7,2,0,0,49,4,69,0
5806,17,20,0,0,0,94,3,44,0
5807,75,15,0,0,0,29,1,57,0
5808,717,15,0,0,0,77,3,29,0
5809,179,18,2,0,0,63,3,29,0
5810,97,14,4,0,0,81,2,44,0
5811,33,6,1,0,0,35,1,44,0
5812,771,4,2,0,0,93,2,68,0
5813,310,22,1,0,0,49,1,63,0
5814,60,10,4,0,0,54,2,34,0
5815,13,9,2,0,0,26,2,69,0
5816,10,20,3,0,0,60,2,42,0
5817,23,22,4,0,0,61,1,47,0
5818,156,8,0,0,0,26,3,27,0
5819,476,0,2,0,0,71,1,57,0
5820,124,19,4,1,1,83,1,32,0
5821,333,0,4,0,0,28,0,36,0
5822,106,7,2,0,0,91,1,21,0
5823,222,2,0,0,0,70,2,32,0
5824,237,1,0,0,0,60,2,54,0
5825,34,3,4,0,0,89,3,32,0
5826,81,18,1,0,0,80,3,50,0
5827,183,10,4,0,0,59,3,68,0
5828,13,4,2,1,0,47,1,30,0
5829,81,23,2,0,0,68,4,34,0
5830,138,9,2,0,0,25,3,36,0
5831,1004,23,0,1,0,90,3,30,0
5832,116,22,3,1,0,36,3,23,0
5833,305,7,2,0,0,37,2,57,0
5834,102,12,2,0,0,51,2,47,0
5835,286,4,1,0,0,44,0,53,0
5836,163,11,1,0,0,30,4,48,0
5837,392,12,4,0,0,32,1,30,0
5838,95,21,4,0,0,45,3,41,0
5839,167,7,4,0,0,45,5,46,0
5840,179,14,2,0,0,69,1,66,0
5841,97,12,1,0,0,94,1,63,0
5842,28,0,4,0,0,68,2,19,0
5843,18,21,1,0,0,83,1,33,0
5844,3,5,2,0,0,54,1,69,0
5845,372,10,2,0,0,34,3,29,0
5846,49,12,4,0,0,99,0,45,0
5847,43,20,2,0,1,25,0,43,0
5848,240,19,2,0,0,34,0,49,0
5849,69,0,1,0,0,49,2,59,0
5850,127,10,3,0,0,98,2,21,0
5851,32,10,0,0,0,38,1,22,0
5852,578,7,4,0,0,27,0,34,0
5853,343,21,3,0,0,92,2,37,0
5854,359,2,4,0,0,64,2,57,0
5855,94,18,3,0,0,57,1,46,0
5856,259,11,2,0,0,31,4,42,0
5857,28,5,4,1,1,27,1,35,1
5858,2,22,3,0,0,61,3,39,0
5859,4,7,0,0,0,50,1,25,0
5860,159,4,2,0,0,49,3,57,0
5861,109,9,4,0,0,64,0,64,0
5862,131,21,4,0,0,67,0,57,0
5863,1,15,3,0,0,68,2,27,0
5864,99,11,4,1,1,95,0,34,0
5865,228,16,2,0,0,53,2,63,0
5866,105,5,1,0,0,81,1,65,0
5867,237,8,3,0,0,33,1,37,0
5868,48,9,0,0,0,46,1,44,0
5869,302,19,4,0,0,94,1,19,0
5870,160,13,2,0,0,30,3,69,0
5871,43,13,4,0,0,51,1,46,0
5872,49,16,0,1,0,76,2,23,0
5873,178,15,2,0,0,94,1,37,0
5874,319,3,0,1,0,73,1,54,0
5875,97,1,2,0,0,47,2,36,0
5876,54,15,1,0,0,45,2,28,0
5877,363,0,2,0,0,98,0,65,0
5878,199,2,0,0,0,32,2,35,0
5879,107,22,3,0,0,78,1,56,0
5880,120,10,1,0,0,38,1,39,0
5881,41,15,4,1,0,55,2,68,0
5882,177,17,1,0,0,75,1,31,0
5883,80,14,1,1,0,86,0,59,0
5884,979,8,4,0,1,42,0,23,0
5885,118,11,2,0,0,71,3,38,0
5886,120,17,1,0,0,76,3,25,0
5887,150,4,1,0,0,61,0,35,0
5888,447,23,3,0,0,54,1,39,0
5889,290,7,3,0,0,54,5,23,0
5890,108,2,0,0,1,99,0,52,0
5891,228,1,4,0,0,72,0,52,0
5892,159,18,2,0,0,63,1,63,0
5893,122,7,2,0,0,51,0,62,0
5894,38,1,0,0,0,40,1,26,0
5895,112,18,2,0,0,56,1,33,0
5896,51,0,2,1,0,53,4,28,0
5897,443,21,3,0,0,76,2,65,0
5898,74,12,2,0,0,98,2,38,0
5899,548,22,2,0,0,99,1,59,0
5900,137,19,0,1,0,39,3,40,0
5901,180,16,0,0,0,68,4,62,0
5902,141,2,1,0,0,47,1,37,0
5903,25,8,2,0,0,72,1,34,0
5904,85,4,2,0,0,47,1,48,0
5905,19,5,2,0,0,95,0,69,0
5906,176,3,3,0,0,38,3,35,0
5907,107,16,2,0,0,97,2,46,0
5908,271,20,3,0,0,78,4,65,0
5909,45,20,1,0,0,94,3,49,0
5910,32,20,4,0,0,67,1,25,0
5911,94,15,2,0,1,69,1,67,0
5912,470,15,0,0,0,46,2,26,0
5913,223,21,0,0,0,85,2,63,0
5914,98,10,2,0,0,42,0,23,0
5915,131,1,3,0,0,68,1,22,0
5916,16,16,0,0,0,97,2,62,0
5917,751,14,0,0,0,42,0,30,0
5918,198,17,1,0,0,81,4,42,0
5919,60,9,1,1,0,39,1,48,0
5920,159,5,1,0,1,97,1,51,0
5921,21,20,0,0,0,82,3,34,0
5922,608,15,0,0,0,26,1,43,0
5923,35,4,2,1,1,38,2,37,1
5924,188,11,2,0,0,45,1,67,0
5925,51,5,3,0,0,67,0,23,0
5926,228,13,0,0,1,69,1,49,0
5927,270,22,2,0,0,58,1,50,0
5928,201,15,2,0,0,95,0,37,0
5929,172,6,1,0,0,36,2,64,0
5930,401,1,1,1,0,31,0,28,1
5931,15,5,1,1,0,93,2,64,0
5932,72,8,4,1,0,52,1,69,0
5933,51,6,2,0,0,49,0,27,0
5934,796,1,1,0,0,90,2,60,0
5935,89,18,1,0,0,75,1,56,0
5936,237,7,0,0,0,97,1,36,0
5937,208,10,1,0,0,58,2,44,0
5938,43,3,0,0,0,70,2,57,0
5939,49,15,3,1,0,71,0,51,0
5940,59,17,1,0,0,56,2,53,0
5941,95,12,0,0,0,36,4,37,0
5942,48,4,1,0,1,43,2,63,0
5943,4,1,3,0,0,71,0,22,0
5944,381,10,1,0,0,62,0,27,0
5945,607,0,0,0,0,34,0,49,0
5946,75,12,3,0,0,34,4,57,0
5947,74,4,3,0,0,65,0,57,0
5948,1,17,3,0,0,79,3,45,0
5949,205,13,4,0,0,95,4,46,0
5950,314,12,0,0,0,98,3,65,0
5951,29,6,4,0,0,67,0,39,0
5952,31,7,3,0,0,62,2,26,0
5953,281,17,4,0,0,51,1,19,0
5954,172,6,1,0,0,56,0,30,0
5955,8,19,4,0,0,95,0,52,0
5956,175,16,2,0,0,72,2,44,0
5957,67,15,3,0,0,50,1,47,0
5958,83,10,3,0,0,82,0,46,0
5959,264,18,0,0,0,48,1,52,0
5960,300,0,1,0,0,78,4,54,0
5961,92,20,0,0,0,70,1,68,0
5962,529,7,4,0,0,82,1,43,0
5963,94,0,2,0,0,56,0,21,0
5964,266,8,2,0,0,40,3,52,0
5965,119,18,2,0,0,94,1,27,0
5966,410,20,2,0,0,89,2,37,0
5967,429,8,1,0,0,37,4,66,0
5968,16,20,4,0,0,30,1,27,0
5969,496,9,2,0,0,36,0,47,0
5970,314,23,3,0,0,33,2,28,0
5971,282,22,4,1,0,83,4,33,0
5972,40,10,1,0,0,91,2,24,0
5973,294,0,2,0,0,48,0,40,0
5974,342,19,1,0,0,39,2,57,0
5975,61,7,2,0,0,87,1,18,0
5976,548,19,3,0,0,74,2,62,0
5977,9,11,4,0,0,45,2,24,0
5978,29,0,3,1,0,25,2,58,1
5979,139,9,2,0,0,35,3,21,0
5980,154,3,0,0,0,91,1,19,0
5981,186,14,4,0,0,46,1,34,0
5982,3,18,1,0,0,98,2,57,0
5983,581,5,2,0,0,31,1,26,0
5984,8,4,3,0,0,73,2,28,0
5985,28,4,0,1,0,25,0,61,0
5986,3,17,2,0,0,89,2,36,0
5987,151,2,1,0,0,87,1,31,0
5988,485,21,3,0,0,88,1,32,0
5989,197,1,4,1,0,50,2,64,0
5990,311,3,0,0,0,41,3,25,0
5991,2,17,2,0,0,35,1,50,0
5992,141,8,2,0,0,91,3,19,0
5993,111,18,2,0,0,34,2,19,0
5994,124,9,2,0,0,90,1,37,0
5995,13,21,3,0,0,56,3,40,0
5996,208,14,4,0,0,40,2,35,0
5997,126,0,1,0,0,50,3,47,0
5998,261,10,0,0,0,98,2,38,0
5999,120,13,2,0,1,80,1,53,0
6000,29,9,2,0,1,33,2,20,0
6001,188,18,4,0,0,29,2,34,0
6002,34,23,4,0,1,31,5,41,1
6003,371,20,3,0,0,89,2,55,0
6004,171,15,3,0,0,36,5,21,0
6005,31,7,3,0,0,72,1,26,0
6006,590,1,0,0,0,96,2,50,0
6007,132,22,3,1,0,49,3,51,0
6008,14,6,2,0,0,37,2,62,0
6009,177,18,3,0,0,65,3,49,0
6010,53,6,0,0,0,34,1,25,0
6011,293,14,3,0,0,64,4,65,0
6012,306,7,3,0,0,57,0,67,0
6013,695,13,2,1,0,59,5,32,0
6014,125,0,2,0,0,61,1,48,0
6015,109,12,2,0,0,40,2,22,0
6016,252,2,3,0,1,96,2,59,0
6017,26,20,2,0,0,57,1,59,0
6018,142,5,4,0,0,77,3,46,0
6019,142,18,1,0,0,59,2,31,0
6020,17,14,1,0,0,79,0,69,0
6021,97,3,2,0,0,41,3,30,0
6022,345,20,0,0,0,51,2,65,0
6023,349,2,2,0,0,45,2,43,0
6024,19,3,2,0,0,45,1,37,0
6025,17,4,3,0,0,41,3,48,0
6026,55,17,0,0,0,51,0,68,0
6027,374,9,2,0,0,72,2,53,0
6028,25,7,4,0,0,68,3,44,0
6029,229,11,1,0,0,60,3,54,0
6030,19,21,4,0,0,52,4,50,0
6031,176,2,4,0,1,49,2,46,0
6032,79,17,4,0,1,97,2,44,0
6033,280,22,0,1,0,71,5,21,0
6034,48,7,0,0,0,47,3,28,0
6035,184,0,0,0,0,99,2,42,0
6036,48,13,1,0,0,74,1,22,0
6037,225,21,3,0,0,89,0,68,0
6038,372,22,2,0,0,40,4,19,0
6039,24,12,2,0,0,74,3,57,0
6040,363,11,3,0,0,37,1,30,0
6041,162,2,2,0,1,59,1,44,0
6042,24,17,4,0,0,56,2,56,0
6043,100,20,1,0,1,49,4,34,0
6044,32,12,2,0,1,67,1,48,0
6045,217,14,1,1,0,52,0,28,0
6046,256,9,3,0,0,90,2,26,0
6047,20,0,2,0,0,91,1,28,0
6048,127,5,1,0,0,57,3,24,0
6049,303,8,4,0,0,71,2,54,0
6050,495,9,4,0,0,59,2,23,0
6051,130,14,3,0,0,88,1,47,0
6052,540,8,0,0,0,36,3,46,0
6053,138,22,2,0,0,77,1,48,0
6054,90,13,4,0,0,68,3,40,0
6055,339,10,4,0,0,70,3,30,0
6056,122,6,3,0,0,35,2,54,0
6057,115,23,4,0,0,94,0,29,0
6058,121,1,2,1,0,70,3,62,0
6059,338,13,3,0,0,83,5,35,0
6060,321,5,1,0,0,83,3,29,0
6061,93,4,3,0,0,58,2,20,0
6062,73,4,2,1,0,45,3,65,0
6063,122,18,2,0,0,96,4,53,0
6064,153,18,1,0,0,76,1,34,0
6065,49,5,3,0,0,72,2,27,0
6066,284,9,2,0,0,43,1,30,0
6067,120,22,2,1,0,28,3,40,0
6068,73,13,1,0,0,56,2,47,0
6069,20,16,0,0,1,52,2,45,0
6070,49,2,3,0,0,82,0,40,0
6071,537,0,2,1,0,98,3,22,0
6072,66,9,4,0,0,65,2,66,0
6073,33,2,1,0,0,57,1,47,0
6074,111,4,0,0,0,38,1,26,0
6075,66,18,0,0,0,77,3,51,0
6076,6,9,1,0,0,66,0,65,0
6077,70,15,0,0,0,60,1,43,0
6078,141,0,2,0,0,49,5,34,0
6079,144,5,0,0,0,76,3,51,0
6080,79,8,3,0,1,64,3,21,0
6081,107,4,4,0,0,94,3,31,0
6082,606,13,2,0,0,86,2,19,0
6083,85,9,1,0,0,33,2,65,0
6084,54,1,4,0,0,93,2,23,0
6085,50,4,2,0,1,45,2,26,0
6086,110,0,4,0,0,77,1,41,0
6087,257,9,0,0,0,94,1,31,0
6088,42,21,1,0,0,25,1,30,0
6089,222,8,1,0,0,55,3,28,0
6090,4,2,3,0,1,69,1,57,0
6091,98,14,0,0,0,52,3,42,0
6092,269,3,3,0,0,27,1,47,0
6093,74,12,3,0,0,64,1,41,0
6094,149,5,0,0,0,28,4,51,0
6095,41,19,2,0,0,94,6,40,0
6096,244,16,3,0,0,36,2,36,0
6097,10,22,4,0,0,86,3,18,0
6098,345,4,2,0,0,95,2,32,0
6099,40,14,0,0,0,72,1,58,0
6100,373,7,1,0,0,31,1,63,0
6101,78,4,2,0,0,81,1,33,0
6102,231,23,3,0,0,80,3,51,0
6103,69,12,4,0,0,91,2,60,0
6104,425,0,0,0,0,37,3,18,0
6105,24,0,1,0,0,76,4,39,0
6106,35,6,4,0,0,87,4,19,0
6107,122,21,1,0,0,65,1,66,0
6108,15,4,0,0,0,99,2,30,0
6109,39,13,2,1,0,47,1,52,0
6110,518,14,3,0,0,71,1,38,0
6111,675,20,0,0,0,89,1,58,0
6112,85,16,4,0,0,55,2,25,0
6113,462,23,2,0,0,60,1,46,0
6114,142,17,1,0,0,38,2,63,0
6115,57,6,2,1,0,61,1,26,0
6116,218,21,2,0,0,56,3,21,0
6117,194,17,4,1,0,77,2,20,0
6118,814,18,3,0,1,52,2,68,0
6119,55,19,2,1,0,89,1,60,0
6120,201,6,2,0,1,71,0,21,0
6121,10,7,3,0,0,95,0,44,0
6122,22,12,3,0,0,56,2,54,0
6123,1,17,1,0,0,48,3,63,0
6124,1355,23,1,0,0,38,0,47,0
6125,292,10,3,0,0,71,1,32,0
6126,278,8,0,0,0,25,3,33,0
6127,128,22,3,0,0,43,0,45,0
6128,64,0,1,0,0,82,1,29,0
6129,30,21,4,0,0,31,1,42,0
6130,60,7,4,0,0,88,2,45,0
6131,85,20,2,0,1,42,3,69,0
6132,254,11,4,0,1,87,2,63,0
6133,140,1,1,0,0,92,2,21,0
6134,15,14,4,0,0,74,0,52,0
6135,3,20,0,1,0,92,0,56,0
6136,19,23,3,0,0,40,3,22,0
6137,95,17,3,0,0,38,5,67,0
6138,487,16,1,0,1,86,2,46,0
6139,183,14,2,0,0,31,3,34,0
6140,291,19,3,0,0,80,2,48,0
6141,113,19,4,0,0,38,2,29,0
6142,81,8,0,0,0,66,5,53,0
6143,21,2,2,1,0,94,0,48,0
6144,376,19,2,1,0,86,3,28,0
6145,275,18,2,0,0,67,0,63,0
6146,33,17,3,0,0,81,1,56,0
6147,129,19,2,0,0,99,5,47,0
6148,120,7,1,0,0,55,0,49,0
6149,177,0,4,0,0,75,1,25,0
6150,526,23,0,0,0,91,1,27,0
6151,156,23,4,0,0,25,4,28,0
6152,140,14,1,0,0,68,6,44,0
6153,9,18,1,0,0,74,3,23,0
6154,12,9,4,0,0,84,2,58,0
6155,37,11,3,0,0,27,3,23,0
6156,6,5,1,1,0,96,1,56,0
6157,245,12,2,0,0,78,2,47,0
6158,231,3,0,0,0,26,5,35,1
6159,26,12,0,0,0,53,0,56,0
6160,326,16,1,0,0,40,3,56,0
6161,30,0,2,0,0,83,4,31,0
6162,64,4,4,0,0,35,1,32,0
6163,52,23,0,0,0,48,3,67,0
6164,84,16,2,0,0,56,2,53,0
6165,53,17,2,0,0,98,1,40,0
6166,121,6,3,0,1,78,5,53,0
6167,94,15,1,0,0,80,1,42,0
6168,776,7,2,0,0,95,1,26,0
6169,10,11,4,0,0,67,2,54,0
6170,28,13,0,0,1,77,0,41,0
6171,10,18,3,0,0,25,2,36,0
6172,177,10,4,1,0,85,2,53,0
6173,10,11,0,0,0,58,3,51,0
6174,326,12,1,0,0,85,3,28,0
6175,129,7,4,0,1,85,1,65,0
6176,135,0,0,1,0,32,4,52,1
6177,148,8,3,0,0,78,1,45,0
6178,34,1,0,0,0,77,2,69,0
6179,40,13,2,0,0,44,1,58,0
6180,69,12,3,0,0,70,0,48,0
6181,162,15,4,0,1,55,4,53,0
6182,42,1,1,0,0,50,1,50,0
6183,22,3,3,1,0,87,4,32,0
6184,632,11,3,0,0,44,2,19,0
6185,4,15,3,0,0,46,4,56,0
6186,292,9,0,0,0,81,3,67,0
6187,279,2,2,0,0,81,1,44,0
6188,63,3,1,0,0,50,2,64,0
6189,26,5,1,0,0,41,0,33,0
6190,28,22,2,0,0,51,2,20,0
6191,215,4,0,0,0,91,1,44,0
6192,185,17,0,0,0,80,3,49,0
6193,275,2,2,0,0,48,1,52,0
6194,499,9,2,0,0,49,2,41,0
6195,212,10,4,0,0,34,0,24,0
6196,30,18,0,0,0,60,0,66,0
6197,50,13,3,0,0,69,1,57,0
6198,332,20,1,0,0,41,0,36,0
6199,42,10,0,0,0,82,1,22,0
6200,14,20,2,1,0,47,3,56,0
6201,219,3,3,0,0,32,2,68,0
6202,93,23,4,0,0,74,0,25,0
6203,455,21,4,0,0,40,3,42,0
6204,189,5,3,0,0,67,0,39,0
6205,17,16,3,0,0,70,3,19,0
6206,532,21,2,0,0,73,2,57,0
6207,54,18,2,0,0,39,2,63,0
6208,74,12,1,0,0,73,0,27,0
6209,93,21,1,0,0,45,3,35,0
6210,9,9,4,0,0,99,0,42,0
6211,124,10,3,0,0,30,1,67,0
6212,24,5,4,0,0,79,1,33,0
6213,92,1,2,1,0,39,0,32,1
6214,78,0,0,0,0,35,2,24,0
6215,267,10,2,0,0,63,2,29,0
6216,293,15,0,0,0,98,5,49,0
6217,30,2,3,0,0,75,1,20,0
6218,82,4,3,0,1,61,2,18,0
6219,84,14,3,0,0,73,1,60,0
6220,30,14,1,1,0,81,2,40,0
6221,288,3,1,0,0,89,0,52,0
6222,221,22,0,0,0,41,1,18,0
6223,38,3,4,0,0,87,2,61,0
6224,82,7,4,0,0,38,0,61,0
6225,20,6,0,0,0,62,3,37,0
6226,178,16,1,0,0,49,2,33,0
6227,23,14,2,0,1,61,0,54,0
6228,768,4,0,1,1,80,4,62,0
6229,273,12,4,0,0,31,1,52,0
6230,89,3,0,0,0,35,4,54,0
6231,156,21,0,1,0,98,1,18,0
6232,436,16,3,0,0,59,7,64,0
6233,145,21,1,0,0,60,1,51,0
6234,35,16,3,0,0,94,4,38,0
6235,86,13,1,0,1,76,1,43,0
6236,333,13,0,0,0,93,0,31,0
6237,186,16,1,0,0,66,2,35,0
6238,189,7,4,1,0,95,0,41,0
6239,363,1,3,0,0,39,3,52,0
6240,404,12,0,0,0,45,1,18,0
6241,454,21,4,0,0,25,1,64,0
6242,18,15,1,0,0,92,2,60,0
6243,141,15,1,0,1,35,2,33,0
6244,243,5,4,0,0,34,3,63,0
6245,255,21,1,0,0,69,4,56,0
6246,168,23,3,0,0,80,0,55,0
6247,33,3,2,0,0,43,2,38,0
6248,287,2,1,0,0,66,2,41,0
6249,229,5,0,0,0,65,0,43,0
6250,16,3,1,0,0,44,3,64,0
6251,112,17,0,0,0,51,1,63,0
6252,34,5,1,1,0,36,2,69,0
6253,74,4,1,0,0,88,1,56,0
6254,3,8,0,1,0,62,2,35,0
6255,92,10,3,0,0,90,3,58,0
6256,144,5,2,0,0,82,0,41,0
6257,174,15,2,0,0,35,1,61,0
6258,196,18,3,0,0,54,6,45,0
6259,326,10,1,0,0,88,1,37,0
6260,44,20,2,0,0,72,3,56,0
6261,23,14,3,0,0,64,1,34,0
6262,343,23,3,0,0,92,0,38,0
6263,31,8,2,0,0,45,2,67,0
6264,662,23,0,1,0,29,3,35,0
6265,333,18,4,0,0,60,0,67,0
6266,125,18,0,0,0,31,0,19,0
6267,717,23,1,0,0,84,2,54,0
6268,18,8,0,0,0,80,4,53,0
6269,65,22,4,0,0,55,4,34,0
6270,183,3,4,1,0,49,1,60,0
6271,78,9,3,0,0,80,1,23,0
6272,475,8,1,0,0,98,1,52,0
6273,12,18,3,0,0,58,3,57,0
6274,144,14,0,0,0,68,3,51,0
6275,161,18,0,0,0,31,0,39,0
6276,190,1,2,0,1,75,1,54,0
6277,53,9,3,0,0,49,2,49,0
6278,82,18,3,0,0,52,1,27,0
6279,334,16,3,0,0,66,3,23,0
6280,39,19,3,0,1,51,3,30,0
6281,316,23,4,0,0,61,5,23,0
6282,149,20,2,0,1,79,2,53,0
6283,259,1,1,0,0,62,0,50,0
6284,225,18,1,0,0,80,2,19,0
6285,42,16,1,0,0,58,1,33,0
6286,151,17,4,0,0,53,3,57,0
6287,364,16,2,0,0,72,2,42,0
6288,102,1,2,1,0,96,1,37,0
6289,612,18,4,0,0,70,2,44,0
6290,108,0,3,0,0,61,1,63,0
6291,28,10,0,0,0,27,2,32,0
6292,89,9,3,0,0,74,1,57,0
6293,545,4,1,0,0,45,3,27,0
6294,69,15,3,0,0,72,1,55,0
6295,365,23,4,0,0,82,4,44,0
6296,384,4,1,0,1,55,1,34,0
6297,78,23,0,0,0,31,4,39,0
6298,16,22,1,0,0,81,1,56,0
6299,232,11,3,0,0,60,0,31,0
6300,67,3,2,0,0,48,1,66,0
6301,275,22,2,0,0,48,2,60,0
6302,105,5,2,0,0,80,1,45,0
6303,120,18,1,0,0,85,3,25,0
6304,271,8,2,0,0,94,2,25,0
6305,87,11,4,0,0,52,1,46,0
6306,105,14,0,0,1,56,1,58,0
6307,85,15,2,1,0,69,0,18,0
6308,82,12,4,0,0,93,3,62,0
6309,134,20,4,0,0,92,3,26,0
